Date of Query|Time of Query|Premises Name|Address|postcode|Local Authorities|Business Type|Products Sold|Company Name|Status
10/18/2020|01:35:57|McColls|24-26 Common Green, Strathaven|ML10 6AF|South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:35:57|McColls|75 Main Street, Uddingston|G71 7EP|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:35:57|McColls|258 High Street, Linlithgow|EH49 7ES|West Lothian|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:35:57|McColls|5 The Square, Huntly|AB54 8BR|Aberdeenshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:35:57|McColls|32 Bridge Street, Ellon|AB41 9AA|Aberdeenshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:35:57|McColls|90 East High Street, Forfar|DD8 2ET|Angus|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:35:57|McColls|128 George Street, Oban|PA34 5NT|Argyll and Bute|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:35:57|McColls|Churchill Square, Churchill Estate|G84 9HL|Argyll and Bute|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:35:57|McColls|8 Argyll Street, Lochgilphead|PA31 8LZ|Argyll and Bute|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:35:57|McColls|98 Argyll Street, Dunoon|PA23 7NE|Argyll and Bute|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:35:57|McColls|Main Street West, Inveraray|PA32 8TU|Argyll and Bute|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:35:57|McColls|72 High Street, Annan|DG12 6DL|Dumfries and Galloway|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:35:57|McColls|13 Balmoral Terrace, Dundee|DD4 8SJ|Dundee City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:35:57|McColls|6 High Street, Dundee|DD1 1SS|Dundee City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|172 Woodhill Road, Bishopbriggs|G64 1DH|East Dunbartonshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|61 High Street, Haddington|EH41 3ED|East Lothian|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|55 Delta Drive, Musselburgh|EH21 8HL|East Lothian|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|160 High Street, Musselburgh|EH21 7DZ|East Lothian|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|Unit 18, Govan Cross Centre|G51 3JW|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|195 Househillwood Road, Nitshill|G53 6BX|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|1 Dundas Street,|G1 2AH|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|Scottish Exhibition Centre,|G3 8YW|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|1606 & 1612 Great Western Road,|G13 1HQ|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|175A Dean Road,|EH51 0HG|Falkirk|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|3 Fountain Road, Bridge of Allan|FK9 4EX|Stirling|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|38-40 FOXBAR ROAD,|PA2 0AY|Renfrewshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|145/149 Calder Road, Mossend|ML4 2PL|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|1 Tron Court, Tullibody|FK10 2PS|Clackmannanshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|2 Westwood Crescent,|KA8 0RD|East Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|61 Main Street,|ML11 8AA|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|37 Bannatyne Street,|ML11 7JR|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|Unit 19a Brandon Street, Hamilton Bus Station|ML3 6AB|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|23-25 Cadzow Street,|ML3 6EE|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:04|McColls|49-51 Sherbrook Road,|KY11 2YR|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|21 Old Raise Road, Saltcoats|KA21 5RB|North Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|16-22a Central Parade, Central Avenue|KA22 7DX|North Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|29 Bannockburn Road,|FK7 0BP|Stirling|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|50-52 Drip Road,|FK8 1RE|Stirling|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|Strath, Gairloch|IV21 2BZ|Highland|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|25-27 Loch Shin,|G74 2DH|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|134 Fleming Way,|ML3 9QH|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|27-33 Lainshaw Street, Stewarton|KA3 5BY|East Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|69 High Street, New Pitsligo|AB43 6NF|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|92-94 West Princes Street,|G84 8XE|Argyll and Bute|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|Glenloy Street, Caol|PH33 7DR|Highland|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|48 Sinclair Street,|PA15 2EZ|Inverclyde|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|97-99 Almada Street,|ML3 0EX|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|119 Gartsherrie Road, Coatbridge|ML5 2EU|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|1 - 5 High Street,|AB52 6JE|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|Unit 4-5 The Green, Berrymuir Road|AB12 4UN|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|85 Back Hilton Road,|AB25 3SX|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|3 Ugie Road,|AB42 1NR|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|63-65 Clerkhill Road, Clerkhill|AB42 2XF|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:10|McColls|49-53 High Street,|AB45 1AN|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|28-30 Aquithie Road, Kemnay|AB51 5SS|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|Main Road, St Cyrus|DD10 0BA|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|Unit 1, Millfield Road|DD11 4HN|Angus|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|10 Gardyne Street, Friockheim|DD11 4SN|Angus|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|597 Charleston Drive, Menzieshill|DD2 4AE|Dundee City|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|23 Mariner Street, Camelon|FK1 4LF|Falkirk|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|Carronshore Road, Carron|FK2 8EB|Falkirk|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|6-8 Gallowhill Road, Kirkintilloch|G66 4QG|East Dunbartonshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|275 Hamilton Road, Cambuslang|G72 7PH|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|Braemar Road, Rutherglen|G73 5LJ|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|106 High Street,|G82 1PQ|West Dunbartonshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|Lomond Drive, Bellsmyre|G82 3AS|West Dunbartonshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|Argyle Street, Levenvale|G83 0QN|West Dunbartonshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|27 Church Street, Auchinleck|KA18 2DY|East Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|6 Bridge Street, Dailly|KA26 9SF|South Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|51/55 Berelands Road,|KA9 1ER|South Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|St Andrew Street,|KY11 4QG|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|24 High Street, Strathmiglo|KY14 7QA|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|18 Main Street,|KY5 0XA|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:16|McColls|48 North Street,|KY5 9NH|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|6 Chemiss Road, Methilhill|KY8 2BP|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|Units 1 & 2 Broom Shopping Centre, Leargan|KY8 5BJ|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|57 Lauchope Street,|ML6 8SW|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|Main Street, St Boswells|TD6 0AT|Scottish Borders|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|11-17 Cannongate,|TD8 6AN|Scottish Borders|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|1 Rowanbank Court, Cookston Road|AB12 4NW|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|64-66 Main Street, Thornton|KY1 4AG|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|St Boswells Terrace, St Marys|DD3 9PU|Dundee City|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|117 Lumphinnans Road, Lochgelly|KY5 9AZ|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|9 Allan Crescent, Dunfermline|KY11 4HE|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|198 Wellesley Road, Methil|KY8 3BW|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|107 Main Street, Sauchie|FK10 3JU|Clackmannanshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|73 Galapark, Galashiels|TD1 1EZ|Scottish Borders|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|107 Glasgow Road, Dumbarton|G82 1RG|West Dunbartonshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|71 Chalmers Street, Ardrishaig|PA30 8DX|Argyll and Bute|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|21 High Street, Dunbar|EH42 1EN|East Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|16 Carstairs Road, Carstairs|ML11 8QD|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|1 Sunnyside, Kilmaurs|KA3 2RZ|East Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|Market Place, Carluke|ML8 4BP|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:22|McColls|Peploe Drive, Pitcairn|KY7 6FP|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColls|64 Glasgow Road, Burnbank|ML3 0NA|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColls|Claymoor Centre, Parbroath Road|KY7 4TH|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColls|168a Oakbank Road, Perth|PH1 1HA|Perth and Kinross|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColls|52 Hayton Road, Tillydrone|AB24 2UY|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColls|42 Johnstone Avenue, Cornton|FK9 5DJ|Stirling|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColls|159b Netherton Road,|ML2 0AR|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColls|106 Dalrymple Street, Girvan|KA26 9EU|South Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColls|72 Carfin Road, Newarthill|ML1 5JZ|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColls|1 Sinclair Street, Halkirk|KW12 6XP|Highland|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColls|70-74 Inverkip Road,|PA16 9AP|Inverclyde|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColls|67b Woodmill Road, Dunfermline|KY11 4AD|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColls|112 City Road,|DD2 2PW|Dundee City|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColls|Drummond Street, Comrie|PH2 6DS|Perth and Kinross|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColl's|192 Thornhill Road,|FK2 7AZ|Falkirk|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McColl's|69 Content Street,|KA8 0DP|South Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Martin McColl Ltd|Active
10/18/2020|01:36:29|McCormick's Newsagents|McCormicks Newsagents, 8 Grosvenor Road|PA15 2DW|Inverclyde|Confectionary / Tobacconist / Newsagents|Tobacco Only|McCormicks Newsagents|Active
10/18/2020|01:36:29|McCullochs dairy|8 Lochaline avenue,|PA2 9ET|Renfrewshire|Convenience Store|Tobacco Only|McCullochs dairy|Active
10/18/2020|01:36:29|McDaniels|36 Whitehall Crescent, Dundee|DD1 4AY|Dundee City|Public House|Tobacco Only|Imperial Tobacco Limited|Inactive
10/18/2020|01:36:29|McDaniels Bar|36 Whitehall crescent,|DD1 4AY|Dundee City|Public House|Tobacco Only|Perth road investments limited|Inactive
10/18/2020|01:36:29|McDermid's Keystore|Keystore, 138 High Street|G82 1PQ|West Dunbartonshire|Convenience Store|Tobacco And Nicotine Vapour Products|W & I McDermid|Active
10/18/2020|01:36:35|McDuff Corner Shop|Main Avenue,|KY1 4PJ|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|McDuff Corner Shop|Inactive
10/18/2020|01:36:35|McDuff Corner Shop|Main Avenue , East Wemyss|KY1 4PJ|Fife|Convenience Store|Tobacco And Nicotine Vapour Products|McDuff Corner Shop|Active
10/18/2020|01:36:35|McEwans Premier Express|192 St Michaels Street,|DG1 2PR|Dumfries and Galloway|Convenience Store|Tobacco Only|Mcewans Premier Store|Inactive
10/18/2020|01:36:35|McEwans Premier Express |192 St. Michael Street,|DG1 2PR|Dumfries and Galloway|Convenience Store|Tobacco And Nicotine Vapour Products|McEwans Premier Express|Active
10/18/2020|01:36:35|McEwans Premier Store|3 Auchencrieff Road South, Locharbriggs|DG1 1XB|Dumfries and Galloway|Convenience Store|Tobacco Only|Mcewans Premier Store|Active
10/18/2020|01:36:35|mcfarlane ices|11 moorland drive,|ML6 8ER|Clackmannanshire, North Lanarkshire|Mobile Trade|Tobacco Only|mcfarlane ices|Active
10/18/2020|01:36:35|McGarey's Licensed Grocers|2 High Street,|DG10 9DW|Dumfries and Galloway|Convenience Store|Tobacco Only|McGareys Licensed Grocers|Inactive
10/18/2020|01:36:35|mcgill|15 cuthelton st, parkhead|G31 4NT|Glasgow City|Mobile Trade|Tobacco Only|born2 fish|Active
10/18/2020|01:36:35|Mcguinness|80 sheildmuir street,|ML2 7TH|North Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|Mcguinness|Active
10/18/2020|01:36:35|McHemp Ltd|25 High Street,|IV30 1EE|Moray|Other Retail|Nicotine Vapour Products Only|McHemp Ltd|Active
10/18/2020|01:36:35|Mckays Mini Market|14 Seafield Street,|AB56 4SH|Moray|Other Retail|Tobacco Only|Stephen Mckay T/A Mckays Mini Market|Active
10/18/2020|01:36:35|McKechnies Garage|166 The Castle, New Cumnock|KA18 4AB|East Ayrshire|Forecourt Garage|Tobacco Only|McKechnies Garage|Inactive
